time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-29T07:57:40.530Z,36.0671667,-117.5861667,0.92,0.65,ml,17,74,0.07925,0.11,ci,ci37250775,2015-09-30T00:23:06.656Z,"32km ENE of Little Lake, California",earthquake
2015-09-29T07:42:40.030Z,38.8075,-115.1932,0.2,1.5,ml,6,247.9,1.004,,nn,nn00512750,2015-09-29T07:44:52.234Z,"25km ENE of Currant, Nevada",earthquake
2015-09-29T07:38:20.360Z,34.117,-116.9211667,6.28,1.36,ml,65,44,0.02639,0.12,ci,ci37250767,2015-09-30T00:21:51.770Z,"14km S of Big Bear Lake, California",earthquake
2015-09-29T07:36:25.090Z,19.2178333,-155.3993333,31.973,1.68,md,15,191,0.01964,0.06,hv,hv61048506,2015-09-29T15:46:17.190Z,"8km E of Pahala, Hawaii",earthquake
2015-09-29T07:30:13.856Z,41.8788,-119.6326,10.2,1.5,ml,5,220.21,0.142,0.1393,nn,nn00512749,2015-09-29T14:31:10.714Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-29T07:08:41.830Z,44.703,-111.016,7.91,0.76,ml,13,61,0.05,0.13,uu,uu60124972,2015-09-29T16:12:43.280Z,"8km ENE of West Yellowstone, Montana",earthquake
2015-09-29T06:41:31.940Z,46.2018333,-122.1796667,4.508,0.53,md,7,139,0.007765,0.09,uw,uw61071602,2015-09-29T17:19:51.490Z,"38km NNE of Amboy, Washington",earthquake
2015-09-29T06:36:56.370Z,33.5093333,-116.3638333,11.95,0.63,ml,19,103,0.05356,0.17,ci,ci37250759,2015-09-29T12:46:27.524Z,"18km SSW of La Quinta, California",earthquake
2015-09-29T06:33:31.090Z,33.7225,-116.7536667,16.14,0.73,ml,27,121,0.03481,0.13,ci,ci37250751,2015-09-29T21:44:22.558Z,"4km WSW of Idyllwild, California",earthquake
2015-09-29T06:03:53.990Z,44.7875,-111.2721667,13.16,-0.1,md,9,129,0.065,0.11,uu,uu60124967,2015-09-29T15:58:49.830Z,"19km NW of West Yellowstone, Montana",earthquake
